Horas_Jogadas,Avaliacao_Usuarios,Jogadores_Online,Popularidade,Genero_Jogo,Preco_Jogo,Avaliacao_Critica,Vendas_Totais
62.6,9.05,13382,39.98,Ação,58.38,7.55,158514.0
78.33,3.24,10709,3.73,Ação,32.49,6.36,116117.0
58.23,1.82,25381,64.25,Simulação,23.87,6.83,171789.0
15.54,7.75,26070,8.31,Aventura,55.91,7.82,199111.0
81.28,2.58,7908,53.73,Estratégia,67.06,7.29,164867.0
63.94,4.35,16897,66.88,Ação,79.48,7.5,47000.0
39.42,1.25,20422,24.59,Simulação,11.58,7.34,46518.0
67.72,2.23,16214,38.11,RPG,57.37,8.02,-1221.0
26.72,2.56,15325,2.8,Aventura,,6.15,156884.0
35.16,1.49,33936,66.91,Simulação,99.23,7.19,604.0
91.8,6.91,8350,58.74,Estratégia,24.13,5.91,100976.0
29.75,8.53,1577,20.43,Estratégia,49.41,6.01,86471.0
47.51,4.36,40941,33.33,RPG,97.29,9.74,180391.0
89.1,8.87,16750,58.1,Ação,29.18,4.88,17240.0
71.04,2.92,4345,30.72,Ação,82.61,7.94,11563.0
7.16,3.93,43117,14.83,Simulação,31.88,10.0,55152.0
15.58,2.36,26393,43.74,Simulação,16.78,9.54,132419.0
1.78,6.59,23409,60.39,Ação,13.86,7.78,92159.0
63.44,4.78,43497,27.69,Ação,95.38,9.75,68712.0
45.31,6.52,44695,11.53,Simulação,29.17,7.55,148571.0
14.29,7.86,41749,69.0,Aventura,36.28,6.53,51772.0
95.81,5.91,10156,22.17,Estratégia,97.01,6.99,74441.0
53.42,6.65,22557,43.28,Estratégia,69.16,8.27,96462.0
24.94,9.42,27625,57.78,RPG,53.93,9.99,183825.0
50.54,3.69,39179,27.39,Estratégia,49.19,8.51,37330.0
68.26,4.23,38311,54.31,Simulação,14.38,6.83,140517.0
8.55,7.46,21246,38.97,Aventura,,6.03,29778.0
28.19,6.5,28929,47.96,Simulação,78.58,4.13,120394.0
80.87,2.61,2069,49.59,Ação,18.17,6.76,125136.0
46.49,4.39,18267,68.56,Ação,41.81,5.45,86402.0
55.09,5.21,7911,54.93,Estratégia,89.68,8.31,99324.0
43.84,4.77,22418,23.1,Aventura,31.29,6.59,98085.0
5.34,2.6,15238,6.48,RPG,65.01,8.38,75758.0
17.4,9.32,32367,1.8,Simulação,53.91,10.0,43440.0
45.1,7.86,27127,75.08,RPG,,6.77,174879.0
21.7,5.33,11931,78.14,RPG,13.25,7.2,61734.0
5.95,7.12,42062,9.28,RPG,83.45,7.49,28449.0
84.5,9.08,32413,41.19,RPG,22.22,6.55,96942.0
98.11,2.23,16321,13.95,Simulação,11.37,7.13,54817.0
79.5,3.25,36586,78.68,Ação,63.59,6.45,133528.0
85.5,5.88,7413,21.68,Simulação,33.28,8.94,175901.0
24.95,8.19,32604,42.37,Ação,73.83,6.65,107794.0
96.07,1.33,49491,15.09,Ação,52.28,5.14,164517.0
20.49,9.86,8206,28.66,Simulação,64.5,5.26,76837.0
95.16,5.09,19901,23.3,Simulação,72.07,5.73,60063.0
99.46,4.23,25519,40.24,Simulação,93.41,6.31,108297.0
71.44,3.63,35509,35.73,Ação,84.07,8.24,108876.0
98.1,2.57,5054,28.5,Simulação,54.56,8.15,23835.0
57.37,8.12,39556,10.24,Aventura,49.42,8.27,29170.0
26.69,9.6,13015,40.98,Estratégia,68.92,6.98,166895.0
44.25,4.72,46366,70.68,Estratégia,76.01,8.41,62645.0
59.74,9.57,38490,60.93,Aventura,25.55,6.6,118974.0
8.23,8.41,48215,60.15,Estratégia,12.94,4.28,120983.0
62.59,5.33,37496,31.37,Ação,50.92,8.34,97818.0
98.11,7.07,1680,59.16,Simulação,18.96,5.96,194219.0
19.81,4.91,31354,39.44,Simulação,34.55,6.64,37511.0
79.44,6.03,46799,13.84,Simulação,62.62,6.43,59030.0
90.85,1.52,10100,35.67,Aventura,23.64,7.72,83097.0
94.4,7.27,9461,12.42,Aventura,,7.19,190552.0
96.02,1.48,39896,10.94,Ação,59.91,6.63,105890.0
52.61,8.35,28681,3.51,Aventura,51.96,9.29,62948.0
97.72,8.42,33668,24.61,Simulação,37.57,6.83,28962.0
75.95,3.13,14229,28.51,Ação,52.19,6.61,48318.0
17.0,3.91,5908,58.43,Ação,,8.14,170043.0
48.2,5.33,8900,45.33,Simulação,19.82,8.66,188704.0
72.09,6.37,48209,71.35,RPG,33.02,8.26,24445.0
25.48,3.59,34886,15.97,Simulação,,6.09,185043.0
64.4,6.33,7346,23.24,Ação,70.31,7.5,189394.0
66.97,3.68,42860,78.06,RPG,33.97,7.08,127390.0
17.1,1.5,28368,37.7,Simulação,45.84,6.68,156933.0
56.93,1.02,46982,65.71,Simulação,20.79,5.6,113248.0
77.37,1.91,47848,41.6,RPG,32.79,7.28,154126.0
50.38,8.13,11838,39.89,RPG,85.7,8.55,-3832.0
2.2,9.65,18444,13.67,Estratégia,49.64,9.34,190366.0
1.89,4.84,41922,70.76,RPG,67.62,8.64,184362.0
36.34,5.61,42749,8.0,Aventura,24.38,6.3,41184.0
92.67,2.32,13688,26.83,RPG,26.5,5.6,137622.0
23.63,5.96,44606,56.33,Ação,94.67,4.78,29640.0
63.78,2.3,11358,42.83,RPG,85.72,8.5,156565.0
22.98,6.5,42165,73.21,Simulação,81.12,8.16,78886.0
32.84,9.4,28795,4.83,Aventura,39.67,6.15,68818.0
84.93,2.76,3493,54.37,RPG,60.65,5.85,169906.0
73.14,7.88,22208,40.41,Aventura,54.31,8.81,82100.0
10.44,1.21,14930,14.17,Estratégia,96.05,8.38,146715.0
43.43,4.38,40774,61.99,Aventura,31.57,8.85,110223.0
3.89,2.0,12562,35.04,Simulação,95.24,7.78,154575.0
48.59,4.17,8013,44.8,Estratégia,73.61,7.9,133940.0
66.56,2.56,23086,80.18,RPG,47.23,3.95,54335.0
12.73,4.36,45520,41.12,Aventura,33.98,6.41,64695.0
29.59,4.76,29635,68.5,Estratégia,78.16,9.91,56841.0
40.37,3.71,5864,64.13,RPG,,6.13,172888.0
92.01,6.91,39120,55.46,RPG,42.18,7.28,183933.0
99.3,9.27,13684,74.46,Aventura,25.48,9.23,15953.0
5.44,4.61,46305,22.07,Aventura,54.3,8.24,103652.0
76.32,2.73,12705,68.29,Estratégia,52.17,5.55,47974.0
37.79,3.44,43381,32.32,Aventura,75.28,5.25,195310.0
39.84,8.69,16098,67.61,RPG,97.58,9.31,3186.0
75.65,6.14,15108,41.74,Simulação,57.81,8.04,144507.0
91.9,5.1,1357,71.29,Estratégia,75.85,7.48,133939.0
95.11,2.35,9434,74.3,Simulação,41.56,7.69,113183.0
58.12,5.05,16702,50.17,Simulação,63.96,6.42,137804.0
36.34,3.51,26198,42.86,RPG,20.39,5.66,172945.0
78.94,9.49,32652,65.24,Simulação,,7.6,144981.0
25.84,8.96,47620,23.32,Ação,40.99,6.08,151312.0
56.83,1.76,18240,2.89,Estratégia,17.21,6.1,114595.0
36.49,5.65,45705,34.7,RPG,99.14,6.42,50615.0
65.99,3.03,28778,42.87,Aventura,91.15,8.1,5339.0
24.79,4.7,7706,25.78,RPG,27.78,5.93,146758.0
19.96,8.89,21010,32.77,Aventura,42.69,5.81,139044.0
91.88,5.75,16381,12.44,RPG,94.3,5.57,135993.0
11.08,4.01,43022,24.16,Ação,81.66,6.74,16906.0
51.07,2.87,9575,21.14,Estratégia,91.57,8.44,42212.0
22.86,8.2,23417,26.08,Simulação,60.63,6.75,94685.0
4.85,6.62,23568,25.92,RPG,31.89,6.96,159980.0
4.56,5.21,2134,47.03,Estratégia,30.44,7.24,167019.0
18.34,2.96,49304,21.99,Estratégia,57.31,6.48,29338.0
86.78,4.01,44800,78.05,Estratégia,93.15,5.63,23390.0
28.96,9.64,35849,43.16,Estratégia,66.84,6.33,5887.0
95.07,5.68,1946,12.11,Estratégia,13.1,6.13,125350.0
58.56,4.61,6842,24.34,Simulação,60.44,6.83,187959.0
44.21,5.69,40444,60.9,Simulação,64.76,6.3,183939.0
58.41,8.01,44491,2.75,RPG,62.34,7.29,63385.0
52.14,4.06,46263,77.79,Aventura,72.19,6.8,156670.0
76.1,2.61,45280,37.79,RPG,36.42,6.05,38790.0
28.96,6.26,34604,43.95,Estratégia,22.95,9.09,73603.0
35.94,6.99,21136,81.9,Aventura,77.5,7.66,9254.0
89.49,7.41,5186,42.52,RPG,27.68,6.66,12710.0
94.67,8.94,28965,78.6,Aventura,20.28,6.17,182467.0
89.34,4.34,8180,75.96,Simulação,42.35,8.29,29360.0
42.51,1.68,6170,78.07,Estratégia,84.94,5.69,141842.0
78.23,9.63,33656,67.6,Aventura,17.4,9.01,193451.0
48.14,4.92,5993,25.71,Ação,27.61,4.87,69856.0
50.24,6.61,9148,29.77,Estratégia,52.77,10.0,158889.0
21.26,7.0,47654,31.28,Simulação,35.89,6.34,170512.0
59.5,5.92,6292,81.15,Simulação,74.95,5.06,149502.0
19.42,2.85,25551,30.93,RPG,70.74,5.98,26919.0
33.81,7.8,15846,10.47,Ação,85.82,6.5,64400.0
85.62,8.23,29884,64.84,Aventura,28.35,6.14,74799.0
21.49,5.98,41921,31.36,RPG,68.4,7.48,182041.0
8.04,5.4,1030,52.06,Simulação,79.72,7.38,198940.0
7.83,2.03,19246,76.7,Aventura,15.65,10.0,190382.0
94.11,1.76,8936,48.37,Simulação,13.32,7.09,194199.0
51.17,4.06,30847,53.42,Simulação,60.33,5.02,51325.0
41.52,3.8,36342,53.84,Ação,62.91,6.71,179497.0
81.25,9.58,49051,51.37,Estratégia,45.35,7.16,107204.0
83.72,8.05,41821,14.61,Aventura,13.26,6.22,83639.0
33.88,6.94,21400,38.7,Ação,46.17,7.9,81780.0
69.65,5.66,31063,2.26,Simulação,67.79,8.08,12744.0
77.32,2.51,3129,52.49,Simulação,73.17,6.03,157916.0
65.79,9.81,11085,48.36,Ação,54.35,6.45,173658.0
16.0,4.38,20093,27.47,Aventura,57.25,4.18,169481.0
87.69,1.96,10935,44.18,Simulação,70.54,5.69,106446.0
54.35,5.44,16879,41.68,Aventura,50.44,6.57,44279.0
28.96,8.87,35583,22.01,Ação,33.72,7.17,166898.0
43.08,8.99,13521,25.45,Simulação,30.07,6.76,172514.0
4.72,1.1,8818,63.56,RPG,77.74,5.73,169812.0
13.65,8.98,9353,63.01,RPG,53.88,8.58,128976.0
76.77,3.44,16650,39.79,Simulação,66.17,8.43,172049.0
1.0,1.35,45004,59.9,Estratégia,52.4,8.57,75850.0
42.23,8.63,28463,38.25,Simulação,83.69,9.22,24081.0
52.71,8.77,42266,70.77,Simulação,54.72,5.52,22555.0
6.41,6.37,45903,28.66,Simulação,98.92,7.59,20087.0
97.31,6.17,42361,76.94,Ação,31.84,8.29,117084.0
23.38,8.32,45482,45.67,Simulação,22.47,10.0,-191.0
31.11,8.08,40019,45.14,Simulação,43.63,9.15,177693.0
31.08,9.01,16443,56.11,Ação,92.67,6.59,60056.0
23.8,5.97,40255,29.32,Simulação,86.7,4.64,145620.0
1.15,9.71,10179,60.46,RPG,32.27,5.19,115830.0
73.18,9.97,35575,27.66,RPG,63.97,7.94,55349.0
96.69,2.05,22433,33.92,Simulação,63.0,7.05,105819.0
23.2,8.65,22926,56.43,Ação,36.41,5.94,106552.0
66.62,5.5,35866,32.37,Simulação,31.19,4.06,122200.0
74.43,4.49,13495,17.88,Simulação,45.11,8.25,109416.0
84.97,6.52,6339,72.44,Aventura,80.97,5.28,45711.0
42.83,1.5,17037,76.52,Estratégia,27.26,9.03,117259.0
30.98,5.56,24320,52.53,Ação,50.12,5.5,92597.0
33.19,8.84,43307,67.51,Estratégia,53.35,6.31,80423.0
71.53,2.92,42192,81.76,Aventura,94.51,5.99,111209.0
81.84,4.84,4784,51.56,Estratégia,37.32,7.89,1540.0
18.97,9.46,14800,75.43,Simulação,11.78,5.98,97864.0
37.71,4.86,20886,30.81,RPG,72.43,6.65,33955.0
90.27,4.23,10076,58.52,Ação,78.02,6.45,133784.0
80.84,4.96,28351,6.17,Ação,73.27,5.68,52740.0
98.47,5.68,27909,65.7,Simulação,73.06,6.98,186840.0
75.65,6.69,22991,69.02,Estratégia,53.49,7.35,170335.0
39.91,8.21,40189,34.22,Ação,11.69,7.99,108144.0
59.46,5.07,9626,53.52,Aventura,75.69,7.85,153523.0
66.42,8.36,8891,71.34,Aventura,94.28,8.01,82079.0
8.76,5.8,28258,73.39,Estratégia,24.17,4.37,80800.0
54.89,4.05,11457,10.29,Aventura,16.12,6.93,165998.0
71.2,6.92,48202,68.83,RPG,33.87,5.65,39912.0
17.56,7.46,12196,23.91,Simulação,86.47,6.97,141193.0
78.26,6.02,22624,60.7,Ação,19.56,7.16,71186.0
58.78,1.51,27990,28.04,Simulação,74.36,7.26,-1073.0
95.24,2.53,8572,6.21,Estratégia,15.67,4.62,12452.0
5.2,3.57,22489,18.68,Simulação,12.96,10.0,150200.0
27.26,3.54,1619,34.82,Ação,90.21,10.0,183682.0
60.54,7.06,46454,61.83,Ação,79.35,6.05,137048.0
30.35,1.17,42279,9.82,Estratégia,63.87,5.33,-4941.0
71.71,7.8,48487,67.65,Ação,25.49,10.0,93210.0
76.12,3.39,7287,82.59,Aventura,35.1,8.58,190983.0
11.15,3.79,34226,65.65,Simulação,14.38,8.05,16996.0
51.86,5.75,1502,40.11,RPG,68.08,5.17,169239.0
51.36,2.94,29996,47.77,RPG,71.74,9.31,101654.0
37.55,8.96,37644,2.14,RPG,39.42,5.69,150681.0
93.33,1.77,24016,18.63,Estratégia,40.46,6.69,43708.0
82.9,5.0,5975,74.64,RPG,66.61,8.97,24259.0
70.0,8.64,5776,3.4,Simulação,95.1,6.36,62026.0
71.7,6.54,16521,75.11,Ação,45.53,7.3,11469.0
46.7,3.63,48119,10.84,Aventura,54.42,8.68,141646.0
92.15,4.79,21582,12.45,RPG,72.84,5.19,199904.0
69.74,7.36,24101,15.88,RPG,40.81,8.66,41286.0
73.15,9.76,47392,66.55,RPG,88.19,9.31,175066.0
86.28,9.04,38486,40.47,Aventura,86.15,6.86,-1029.0
28.12,4.08,43590,13.43,Simulação,70.68,8.76,89007.0
80.88,9.98,49857,57.41,RPG,58.32,5.83,94025.0
20.32,1.03,14304,78.02,Ação,98.51,4.72,134816.0
35.18,1.25,4236,48.12,Estratégia,73.21,4.07,50182.0
34.22,8.41,7496,9.65,Aventura,67.89,7.71,129838.0
97.84,2.8,15241,6.09,Simulação,88.91,7.62,59959.0
85.77,1.55,5500,66.26,Ação,59.95,6.11,942983.0
70.39,3.13,45200,52.48,Aventura,31.87,8.67,195375.0
72.96,4.83,6269,76.56,Aventura,22.41,6.02,67381.0
56.63,7.58,13548,46.08,Estratégia,52.39,5.15,162384.0
94.73,6.62,25481,6.71,Estratégia,56.41,5.58,162450.0
50.11,3.14,37439,34.42,Simulação,84.49,9.02,56539.0
38.66,5.53,10659,55.07,RPG,22.56,8.19,147396.0
17.14,9.34,23455,32.89,Estratégia,71.31,6.72,151062.0
78.81,8.34,35731,82.81,Simulação,37.38,6.57,85216.0
73.69,3.91,47710,34.56,Aventura,94.5,6.13,-4957.0
39.04,9.84,18261,45.99,RPG,52.34,3.41,160219.0
3.49,7.38,29647,19.94,Ação,66.01,4.62,29840.0
84.04,1.56,13095,13.99,Aventura,,6.76,85880.0
2.13,1.32,9736,54.04,Simulação,18.2,7.82,198822.0
70.65,2.52,4518,49.44,Ação,86.69,6.48,97799.0
97.03,7.55,16034,1.99,Aventura,24.79,4.7,120041.0
44.32,2.65,21885,24.76,Estratégia,45.77,9.33,-915.0
24.26,5.6,26596,53.9,Simulação,70.53,4.96,187630.0
70.76,1.84,41003,67.59,Ação,14.98,6.98,29642.0
81.87,9.29,27006,27.0,Estratégia,62.24,7.19,100439.0
55.08,4.1,14172,54.21,Ação,46.89,10.0,73.0
96.71,9.17,39717,23.18,RPG,15.76,5.58,17733.0
6.11,9.5,17960,57.7,RPG,75.37,7.03,162164.0
50.96,1.06,18844,58.31,Simulação,55.12,7.22,64542.0
72.11,5.18,41165,12.21,Ação,37.31,5.3,4181.0
86.38,1.22,27077,55.65,RPG,17.6,7.4,5016.0
18.74,9.18,27069,28.73,Aventura,59.27,6.32,58097.0
80.18,5.67,4174,15.65,Aventura,37.54,6.51,349.0
55.7,1.67,37197,42.27,RPG,95.19,5.9,104252.0
40.25,1.99,41568,38.37,RPG,63.23,8.68,156819.0
14.04,4.45,8738,64.48,Simulação,35.66,6.78,69781.0
86.64,9.46,49260,8.5,Simulação,57.58,5.79,139045.0
16.57,7.24,32270,65.77,Aventura,58.55,3.8,9071.0
31.66,8.81,44477,10.25,Estratégia,,9.71,169745.0
29.71,4.3,45513,18.49,Ação,91.19,7.07,156723.0
87.24,1.39,5208,43.53,Estratégia,96.62,8.84,62307.0
67.58,9.77,20350,39.25,Simulação,74.61,8.77,181488.0
79.85,1.15,37083,81.94,Estratégia,59.13,7.51,194851.0
25.79,9.53,48825,49.51,Simulação,30.25,8.29,189562.0
62.84,4.32,42643,28.23,Estratégia,46.27,8.81,58776.0
57.59,1.09,25856,74.73,Aventura,53.99,5.44,95579.0
83.43,7.2,38228,26.99,Simulação,21.56,8.26,51102.0
90.68,9.82,19034,23.87,Aventura,33.08,7.38,88621.0
2.2,9.69,30274,41.78,Estratégia,98.59,5.66,16997.0
67.71,2.45,43120,75.79,RPG,78.1,8.22,187631.0
6.13,2.63,41954,59.17,RPG,53.38,5.56,11097.0
55.32,6.09,49635,56.65,Ação,30.35,7.77,1144.0
29.47,6.74,36111,60.6,RPG,61.61,7.38,122897.0
31.36,7.65,35608,55.2,Ação,30.87,6.01,71645.0
35.93,2.63,6540,63.34,Estratégia,27.39,9.71,177728.0
62.49,9.63,45239,17.29,Ação,18.45,8.23,168251.0
34.06,6.75,10535,16.03,Ação,,5.79,96546.0
73.52,8.62,31794,31.05,Ação,58.75,8.79,157673.0
41.04,5.86,6479,70.74,Aventura,,6.45,167266.0
7.76,4.73,10365,59.65,Ação,28.05,6.37,182523.0
78.57,9.79,13266,47.64,Simulação,45.2,8.36,72841.0
29.28,6.24,47306,3.22,Estratégia,54.06,7.92,81339.0
43.83,8.8,12821,20.79,Aventura,78.6,6.6,51684.0
68.84,9.58,13193,66.89,Simulação,61.0,9.26,189401.0
33.9,7.08,7501,21.33,Estratégia,65.59,5.82,52956.0
6.6,5.94,45849,60.94,Aventura,72.66,9.04,167202.0
38.01,1.03,18670,16.63,Estratégia,50.59,5.86,52344.0
94.47,1.36,9764,50.88,RPG,40.89,7.5,145112.0
64.51,2.81,32294,52.65,Estratégia,82.03,6.44,190103.0
67.46,2.67,20250,62.7,RPG,84.54,8.12,70937.0
63.58,3.29,39815,37.23,RPG,23.87,3.99,150196.0
20.69,3.74,45946,53.01,Estratégia,95.79,5.44,166706.0
42.4,4.24,12335,41.18,RPG,93.68,7.8,8940.0
75.32,4.78,31654,78.56,Aventura,88.37,8.25,183890.0
11.03,1.89,42408,44.02,RPG,48.04,6.03,186014.0
28.5,1.38,14072,18.66,Ação,,8.53,114372.0
28.35,7.07,26858,55.87,Aventura,66.52,5.94,5388.0
43.76,5.84,32630,46.18,Aventura,28.49,7.72,84378.0
98.03,5.0,38809,66.91,Aventura,79.73,6.76,182366.0
7.68,6.71,24425,16.01,Ação,46.55,4.77,49774.0
52.34,8.45,49035,22.83,Ação,36.3,9.53,165319.0
18.75,4.85,26214,76.48,Ação,89.04,6.14,105034.0
97.07,6.77,36743,77.16,Ação,87.6,5.89,185547.0
12.21,9.58,5628,37.55,Ação,87.79,6.4,108504.0
40.94,8.56,41769,5.52,Simulação,87.35,6.34,34801.0
74.03,4.83,3294,26.53,Simulação,59.88,7.26,42927.0
70.73,6.8,15861,21.71,Ação,65.52,6.27,17616.0
42.84,2.59,31587,35.31,Aventura,95.39,6.2,54378.0
35.3,6.04,17809,27.45,RPG,21.65,7.67,177325.0
40.35,9.83,4821,68.95,RPG,82.56,6.97,7754.0
27.16,5.66,25089,1.89,Simulação,57.36,7.64,31952.0
21.32,9.35,46452,53.98,Ação,98.05,6.54,198286.0
48.81,4.67,48555,55.58,Estratégia,67.53,7.4,145110.0
27.58,9.99,2282,55.28,RPG,24.64,4.74,141100.0
29.45,6.21,14243,43.91,RPG,,8.55,144782.0
66.0,1.38,43781,51.26,Aventura,70.54,6.36,110229.0
96.86,6.28,15149,67.45,RPG,23.41,6.64,34269.0
60.74,3.47,20818,65.32,Simulação,10.82,7.76,91057.0
8.62,1.29,2631,4.45,Ação,58.93,7.32,185509.0
8.48,8.39,39269,4.11,Ação,31.74,7.89,59676.0
95.16,3.48,9636,69.76,RPG,88.04,8.96,134315.0
30.42,8.17,4016,48.31,Estratégia,32.59,6.6,185889.0
10.11,3.59,11775,79.38,Simulação,69.65,6.9,10348.0
60.29,2.75,18883,36.69,RPG,41.06,10.0,179614.0
62.72,9.77,9282,15.99,Simulação,41.53,6.27,105002.0
65.18,4.25,26557,40.07,Estratégia,26.37,5.98,2866.0
27.46,6.41,42423,37.09,Simulação,55.24,8.11,113453.0
2.5,6.49,20938,43.63,Simulação,62.13,8.33,151865.0
96.51,6.04,28334,67.25,Simulação,62.29,8.2,117722.0
25.83,9.23,45590,54.87,Ação,87.09,5.99,197466.0
67.91,7.07,28079,16.68,Estratégia,68.71,6.75,52920.0
70.94,4.63,8639,61.28,Ação,76.62,6.95,128906.0
61.37,8.76,25957,49.7,Aventura,39.11,6.53,110004.0
31.97,2.63,21882,48.6,RPG,47.86,7.2,195401.0
27.83,5.9,47160,56.71,Ação,11.66,6.5,193194.0
60.15,9.55,17157,47.43,Simulação,17.13,9.19,592580.0
86.72,6.63,4062,38.79,Aventura,44.66,5.51,99709.0
94.7,8.35,47467,53.64,Estratégia,28.88,9.51,47911.0
11.48,6.88,49083,60.41,Estratégia,83.16,5.14,47669.0
16.32,8.55,41280,19.97,Ação,70.88,9.85,28659.0
94.5,9.5,3952,42.0,Simulação,97.32,8.31,190879.0
73.89,3.46,48157,38.84,Simulação,89.83,5.94,30815.0
88.39,2.53,24804,4.88,Estratégia,97.98,6.95,81744.0
21.05,5.36,7065,69.4,Simulação,42.88,7.99,108212.0
59.15,7.32,15207,32.28,RPG,53.59,8.01,45023.0
70.39,3.04,45692,7.54,Ação,43.54,6.79,28894.0
68.31,1.04,27509,38.82,Ação,96.78,5.48,78244.0
41.39,4.09,8663,14.75,Simulação,46.25,8.5,22740.0
2.52,9.72,37191,58.84,Estratégia,20.52,7.37,131104.0
58.69,7.25,35760,48.07,RPG,32.55,9.01,179169.0
26.05,4.61,14059,23.57,RPG,48.24,6.8,-663.0
45.56,2.73,21242,78.82,RPG,64.27,7.25,141460.0
95.77,4.2,35252,25.33,Aventura,65.63,9.03,86041.0
40.49,2.53,36315,46.71,Simulação,78.29,7.31,43497.0
84.12,1.96,37990,66.73,RPG,68.31,5.06,57908.0
19.66,9.16,13493,43.37,Simulação,54.24,4.85,35452.0
67.55,9.98,34412,79.66,Estratégia,12.72,4.45,36607.0
97.69,2.48,14334,70.16,Estratégia,72.55,5.68,93776.0
11.08,1.49,21304,76.43,Estratégia,17.7,6.34,27785.0
1.82,3.97,35356,31.9,Aventura,52.19,8.26,34432.0
43.91,5.15,19795,46.17,Estratégia,90.67,8.45,42939.0
10.17,2.84,7506,69.86,Simulação,63.72,3.9,102294.0
75.07,3.71,29427,75.0,Ação,,7.86,67696.0
91.51,2.81,30813,78.32,Ação,82.71,6.42,30789.0
43.96,7.97,48397,73.03,Simulação,37.04,7.47,180181.0
26.6,7.41,30748,60.98,Ação,61.95,9.77,105837.0
43.99,6.71,18227,3.61,RPG,67.22,5.76,184485.0
72.6,4.48,40698,27.21,Ação,75.8,7.68,184811.0
1.9,9.18,31975,12.11,Aventura,15.86,8.51,163289.0
59.34,9.73,38357,14.21,Estratégia,86.88,7.08,91445.0
61.7,2.56,28198,25.26,Ação,20.25,6.06,73676.0
64.11,3.01,20292,7.71,Ação,18.52,6.03,29663.0
24.95,5.73,43956,21.37,Aventura,51.12,6.26,-3783.0
71.67,1.82,11126,79.35,Aventura,43.5,7.3,38642.0
10.05,4.93,38826,26.97,Ação,14.92,5.96,90406.0
20.72,6.24,39752,14.61,RPG,24.95,7.82,27266.0
87.84,5.7,3274,59.97,Ação,49.53,7.57,22499.0
74.11,3.98,7143,68.91,RPG,84.61,4.45,158758.0
2.36,5.88,25680,27.14,Estratégia,20.92,8.6,17629.0
25.58,9.63,10163,24.25,Simulação,19.42,10.0,53500.0
22.22,2.85,2073,21.27,Estratégia,,6.26,50045.0
27.8,6.89,18122,33.57,Ação,54.31,8.3,192157.0
25.5,1.39,26943,8.72,Ação,42.43,8.93,77706.0
7.19,1.6,40146,55.97,RPG,51.52,8.01,50034.0
46.42,5.97,25135,68.4,Aventura,46.98,7.78,30088.0
73.52,1.94,4632,55.53,RPG,80.36,4.49,171250.0
61.05,1.2,1229,35.84,Aventura,10.85,6.55,77251.0
67.59,2.54,49112,25.1,Aventura,48.99,6.74,177718.0
9.03,6.08,40435,34.89,Aventura,24.3,8.91,73810.0
95.17,7.33,15010,36.06,Aventura,37.75,5.09,147005.0
83.99,2.82,20956,55.72,Ação,20.1,9.81,140994.0
80.68,7.01,41763,77.0,Simulação,48.43,9.35,131576.0
82.45,2.64,15677,7.37,Simulação,67.89,5.51,154813.0
93.31,6.52,2621,79.05,Estratégia,69.54,5.14,7995.0
54.86,4.71,13887,75.55,Estratégia,81.7,8.54,198672.0
20.82,6.88,3206,11.2,Estratégia,,6.54,63752.0
62.04,9.96,41512,16.55,RPG,63.79,6.6,38137.0
74.52,9.44,12696,26.94,Estratégia,260.65,8.39,92206.0
74.03,1.04,45588,47.08,Estratégia,14.63,5.25,168583.0
52.61,8.97,41344,12.56,Estratégia,13.24,8.37,166608.0
7.78,1.6,10375,17.91,Ação,20.2,5.16,43284.0
37.73,9.58,12450,74.94,Estratégia,98.54,5.07,9760.0
92.13,3.54,32212,10.52,Simulação,80.73,8.3,178002.0
58.84,4.44,26412,34.03,Ação,46.44,7.97,10487.0
54.28,1.82,30030,63.6,Aventura,51.96,3.77,25746.0
27.61,2.01,3766,73.79,RPG,76.36,8.25,7405.0
37.47,7.54,44371,28.93,Ação,56.3,9.78,62535.0
89.61,9.5,12469,14.99,Ação,42.44,7.12,138918.0
66.96,6.5,9201,61.49,Simulação,41.46,8.83,121980.0
78.93,7.44,28097,64.37,Estratégia,28.87,6.64,179958.0
45.97,7.86,44181,81.22,Aventura,89.7,8.54,152031.0
63.38,3.37,33465,12.97,Simulação,47.28,3.11,74089.0
25.58,1.41,40009,59.24,Simulação,77.71,6.06,115848.0
70.82,1.02,48713,35.52,Ação,61.64,10.0,137169.0
43.32,4.16,14619,75.91,Aventura,77.86,9.15,94771.0
44.8,3.17,29306,34.76,Simulação,38.89,6.51,192322.0
65.26,1.56,4331,37.85,RPG,77.68,6.93,199596.0
93.66,2.62,32195,11.94,RPG,81.09,5.33,175316.0
7.33,2.12,12565,27.7,Simulação,19.39,6.98,84973.0
82.62,9.23,6586,34.19,Ação,18.24,4.45,989.0
29.94,2.26,9807,3.06,RPG,,7.75,191284.0
44.93,5.84,26266,37.17,Ação,20.62,6.15,162245.0
3.17,6.34,10091,28.95,Estratégia,71.63,7.98,177704.0
30.79,5.89,14641,66.91,Estratégia,77.3,6.13,115237.0
50.75,1.89,25687,10.34,Ação,15.72,6.04,154345.0
6.56,3.87,49258,63.37,Simulação,77.18,8.3,164933.0
49.6,1.46,12112,59.62,Estratégia,47.76,6.32,87313.0
92.76,4.56,34930,21.27,Estratégia,34.73,6.42,86639.0
11.43,2.7,45943,8.4,RPG,69.88,9.17,35464.0
76.66,6.05,22130,70.0,Simulação,84.97,9.14,180708.0
41.55,7.24,41101,21.89,Ação,61.55,8.21,100964.0
